Ticker , Date,open,close, Volume, High, Low, PercentageChange
, 2020-07-16,,,1002707,326.36,310.3326,3.027203273
, 2020-07-19,,,931124,315.46,309.0391,0.805230779
, 2020-07-20,,,694386,319.2,312.19,0.249905099
, 2020-07-21,,,840501,319.5,312.49,0.942857143
, 2020-07-22,,,2345186,314.4,296.73,2.111292962
, 2020-07-23,,,796575,303.3,293.93,0.026840234
, 2020-07-26,,,649310,309.46,294.57,4.166666667
, 2020-07-27,,,448513,308.47,299.06,2.845356806
, 2020-07-28,,,816884,306.49,299.07,0.39121276
, 2020-07-29,,,755174,296.83,289.73,0.23582522
, 2020-07-30,,,579001,297.6,288.5301,1.213730962
, 2020-08-02,,,627394,297.7505,287,2.922198574
, 2020-08-03,,,824792,289.29,279.83,0.565149137
, 2020-08-04,,,719788,299.66,287.23,3.041076976
, 2020-08-05,,,633247,301.9,292.34,2.471818552
, 2020-08-06,,,818557,309.1,299.99,1.564264364
, 2020-08-09,,,552023,307.21,298.86,0.807217474
, 2020-08-10,,,699917,311.43,302.6,0.26889654
, 2020-08-11,,,360573,309.75,303.875,0.558330885
, 2020-08-12,,,443623,316.28,306.99,1.186155043
, 2020-08-13,,,334245,312.89,305.715,1.302208932
, 2020-08-16,,,590215,314.89,308.815,0.370167702
, 2020-08-17,,,431200,311,304.5807,1.544053785
, 2020-08-18,,,398169,308.45,301.07,1.941589697
, 2020-08-19,,,449264,302.1,295.23,0.916666667
, 2020-08-20,,,464023,299.84,293.63,0.668309312
, 2020-08-23,,,624263,303.35,293.13,0.750058861
, 2020-08-24,,,580511,297.265,289.515,0.219572341
, 2020-08-25,,,673756,301.93,291.23,2.237182103
, 2020-08-26,,,739035,310.35,299.26,1.788390449
, 2020-08-27,,,418788,306.24,299.8,1.77124183
, 2020-08-30,,,575217,300.94,295.03,1.075913527
, 2020-08-31,,,714021,307.25,293.33,2.803769774
, 2020-09-01,,,870856,324.88,306.635,5.430261276
, 2020-09-02,,,810969,325,310.68,3.060564031
, 2020-09-03,,,837475,318,299.33,2.830188679
, 2020-09-07,,,916302,313.8146,299.03,3.076769226
, 2020-09-08,,,946216,328.84,310.07,4.466733318
, 2020-09-09,,,1093245,333.065,323.995,1.200394989
, 2020-09-10,,,746211,333,314,3.432132543
, 2020-09-13,,,454158,326.595,319.49,1.242605402
, 2020-09-14,,,795969,339.73,324.73,2.541828526
, 2020-09-15,,,610579,340.29,328.74,2.474647429
, 2020-09-16,,,620465,329.26,319.02,1.441073693
, 2020-09-17,,,909217,333.13,314.97,2.618325243
, 2020-09-20,,,642598,322.56,302.04,2.385717462
, 2020-09-21,,,492725,327.02,313.98,1.282286694
, 2020-09-22,,,578788,325,307.38,4.26034033
, 2020-09-23,,,734199,316.43,297.44,1.871631553
, 2020-09-24,,,479837,320.95,307.17,2.548140503
, 2020-09-27,,,522074,328.78,320.99,0.63706029
, 2020-09-28,,,452371,328.92,320,1.151589997
, 2020-09-29,,,687029,332.88,320.29,1.488095238
, 2020-09-30,,,857293,333.64,313.86,4.804579787
, 2020-10-01,,,544643,319.13,310.03,0.919812833
, 2020-10-04,,,645806,320.31,312.72,0.591883638
, 2020-10-05,,,499646,327.9127,315.24,1.896396536
, 2020-10-06,,,488492,327.0947,320.4,1.004993758
, 2020-10-07,,,346168,328.56,321.86,0.608126785
, 2020-10-08,,,384155,331.855,325.18,0.829837955
, 2020-10-11,,,603836,339.77,330.9,0.226872444
, 2020-10-12,,,524962,336.26,329.015,1.094235829
, 2020-10-13,,,555454,337.2,328.39,0.128923935
, 2020-10-14,,,616526,338.12,330,1.987216382
, 2020-10-15,,,548876,343,335.075,0.699341969
, 2020-10-18,,,660579,343.21,322.87,3.587020649
, 2020-10-19,,,565403,339.68,327.91,1.350942025
, 2020-10-20,,,892619,338.675,328.97,0.481747457
, 2020-10-21,,,5115956,459,424,6.813254148
, 2020-10-22,,,1959924,470.43,444.77,4.036867993
, 2020-10-25,,,1641073,475.37,447.93,1.777241737
, 2020-10-26,,,802973,469.91,450.92,0.057098935
, 2020-10-27,,,801818,450.475,439,1.853464639
, 2020-10-28,,,774501,442.86,428.88,0.006871278
, 2020-10-29,,,767482,435.9,417.36,1.37037037
, 2020-11-01,,,1247300,458.44,430.3683,6.095811155
, 2020-11-02,,,799466,465.66,453.16,1.038611129
, 2020-11-03,,,960321,484.5,471.01,2.378078479
, 2020-11-04,,,891119,498.6687,486.47,1.118260119
, 2020-11-05,,,664499,491.5,476.12,2.569069222
, 2020-11-08,,,957641,507.05,476.79,4.79241517
, 2020-11-09,,,742126,484.48,457.605,4.161162483
, 2020-11-10,,,544053,469.59,456.475,0.628362384
, 2020-11-11,,,621525,464.85,449.03,0.649521636
, 2020-11-12,,,421542,461.17,452.25,0.326919279
, 2020-11-15,,,481040,466.75,450.89,1.310335895
, 2020-11-16,,,516482,456.405,444.75,0.137168142
, 2020-11-17,,,509102,455.15,442.87,0.990958892
, 2020-11-18,,,408924,447.14,439.71,0.493754791
, 2020-11-19,,,560109,452.565,439.86,0.690137351
, 2020-11-22,,,814684,479.54,449.465,5.403074201
, 2020-11-23,,,634034,486,465.46,1.637647254
, 2020-11-24,,,415826,474.6089,465.76,0.63736217
, 2020-11-26,,,249764,477.17,468.14,0.972564342
, 2020-11-29,,,1113844,483.8775,471.31,1.881879763
, 2020-11-30,,,1162136,508.96,485.6,2.593033275
, 2020-12-01,,,553171,507.64,491.785,1.794308959
, 2020-12-02,,,583547,516.295,505.305,0.940265487
, 2020-12-03,,,635242,524.88,510.32,1.906398937
, 2020-12-06,,,533199,524.61,515.5,0.802835792
, 2020-12-07,,,458105,518.17,509.27,0.191582003
, 2020-12-08,,,463665,520.88,507.305,1.40051139
, 2020-12-09,,,376775,511.32,499.5739,0.295922192
, 2020-12-10,,,305925,509.5,498.255,0.015779093
, 2020-12-13,,,426945,522.34,502.31,1.289880603
, 2020-12-14,,,347313,519.06,502.6,0.879249707
, 2020-12-15,,,399337,520.38,510.27,1.029193081
, 2020-12-16,,,536020,527.25,516.95,0.904214559
, 2020-12-17,,,896743,535,521.65,0.579726459
, 2020-12-20,,,449548,531.6049,513.34,2.435870216
, 2020-12-21,,,435619,536.6,527.6,0.864677907
, 2020-12-22,,,308168,543.654,524.99,2.87130911
, 2020-12-23,,,163674,529.2139,521.13,0.020827811
, 2020-12-27,,,246914,532.74,518.84,2.152840397
, 2020-12-28,,,223689,525.77,512.8,0.851558333
, 2020-12-29,,,250187,527.9699,519.75,0.388672959
, 2020-12-30,,,320897,535.4,523.33,1.425399055
, 2021-01-03,,,602433,560,519.7,4.212077655
, 2021-01-04,,,344819,544.07,526.7657,3.165265575
, 2021-01-05,,,429024,546.48,531.46,1.134130593
, 2021-01-06,,,513889,561.35,544.27,1.931432327
, 2021-01-07,,,464242,579.5,559,1.584673183
, 2021-01-10,,,351818,566.1,551.8254,1.410594503
, 2021-01-11,,,329000,562.39,548.41,0.097765869
, 2021-01-12,,,322016,553.76,543.91,0.021768313
, 2021-01-13,,,304706,561.12,543.01,1.487621452
, 2021-01-14,,,551686,569.655,548,2.538006833
, 2021-01-18,,,606957,574.72,545.075,3.011901448
, 2021-01-19,,,401961,575.92,560.07,0.785809718
, 2021-01-20,,,402807,565.32,543.32,3.574658227
, 2021-01-21,,,690685,546.85,531.17,2.335192466
, 2021-01-24,,,568825,540.74,510.105,1.139878888
, 2021-01-25,,,469694,545,530.06,1.139911689
, 2021-01-26,,,859149,527.6869,507.77,1.865865635
, 2021-01-27,,,681735,547.57,509.36,5.343961049
, 2021-01-28,,,686234,530.545,517.545,0.041891995
, 2021-01-31,,,538520,544.745,527.02,0.577852685
, 2021-02-01,,,791225,567.825,548.01,1.085577585
, 2021-02-02,,,756255,557.4938,541.17,2.029403735
, 2021-02-03,,,1759046,634.46,600.95,1.26090535
, 2021-02-04,,,656642,624.54,614.01,0.263627449
, 2021-02-07,,,618356,630.04,595.78,3.174271525
, 2021-02-08,,,420359,618.84,601.39,2.263090507
, 2021-02-09,,,454081,618.07,598.21,1.98844791
, 2021-02-10,,,469247,611.77,591.15,2.087385782
, 2021-02-11,,,394971,609.99,595.16,1.282690327
, 2021-02-15,,,404575,615.7642,604.07,0.248086308
, 2021-02-16,,,398306,611.96,589,0.685805158
, 2021-02-17,,,288073,600.09,584.55,0.181186773
, 2021-02-18,,,372360,601.93,593.15,0.560487322
, 2021-02-21,,,616198,596.89,578.12,1.834442807
, 2021-02-22,,,816225,572.61,552.9143,0.804218151
, 2021-02-23,,,647622,577.44,553.845,2.344098691
, 2021-02-24,,,810738,581.67,547.73,3.931798158
, 2021-02-25,,,1105615,574.9799,554.2,1.006304991
, 2021-02-28,,,1016041,577.8,557.79,0.434075786
, 2021-03-01,,,933310,576.35,558,0.316814159
, 2021-03-02,,,832051,560,525.7731,5.647584973
, 2021-03-03,,,1053463,535.21,510,0.620584304
, 2021-03-04,,,953414,539.94,504.03,2.182857143
, 2021-03-07,,,945547,538.2,494.45,6.802810551
, 2021-03-08,,,933852,527.0219,511.16,0.921433602
, 2021-03-09,,,661274,534.82,509.21,2.967162142
, 2021-03-10,,,668371,544.92,523.9,2.775311254
, 2021-03-11,,,428365,538.65,529.225,0.410284972
, 2021-03-14,,,733629,560.18,540.61,1.408118456
, 2021-03-15,,,482020,566.65,539.11,4.214261754
, 2021-03-16,,,779736,546.49,527.26,1.433186821
, 2021-03-17,,,1008619,533.41,512.25,2.566725389
, 2021-03-18,,,1012478,533.81,513.02,1.629652379
, 2021-03-21,,,639595,538.91,528.19,0.326858774
, 2021-03-22,,,699227,531.93,517.18,1.786795881
, 2021-03-23,,,498917,522.49,504.58,2.846449136
, 2021-03-24,,,512567,520.24,498,3.149026013
, 2021-03-25,,,546986,528.78,511.97,1.836895973
, 2021-03-28,,,522327,526.7899,502.23,1.37426174
, 2021-03-29,,,518349,526.11,511.13,1.571035605
, 2021-03-30,,,606022,545.21,529.25,1.791353383
, 2021-03-31,,,610224,557.15,544,0.217852958
, 2021-04-04,,,366113,554.49,544.51,0.434284884
, 2021-04-05,,,650200,563.96,547.56,0.417014178
, 2021-04-06,,,453886,559.38,545.95,0.620492437
, 2021-04-07,,,826801,577.9199,556.82,3.02038041
, 2021-04-08,,,951355,592.99,575,2.782210504
, 2021-04-11,,,524256,602.07,585.66,1.266867703
, 2021-04-12,,,390866,608.02,591.63,1.13860811
, 2021-04-13,,,395603,604.165,589.26,0.129259694
, 2021-04-14,,,443793,608.2,598.57,1.279716658
, 2021-04-15,,,428862,608,599.02,0.133412393
, 2021-04-18,,,406294,609.9999,593.67,0.75454949
, 2021-04-19,,,371668,604.5,588.29,1.266870912
, 2021-04-20,,,400891,618,593.18,3.433339489
, 2021-04-21,,,447453,627.525,609.75,0.999163341
, 2021-04-22,,,537891,624.79,616,0.668831169
, 2021-04-25,,,419087,625.61,613.55,0.602273825
, 2021-04-26,,,365436,625.79,613.73,0.21759804
, 2021-04-27,,,549185,623.11,611.65,0.447964682
, 2021-04-28,,,1263514,647.2,590.44,6.035823123
, 2021-04-29,,,660357,615.75,594.22,0.373059422
, 2021-05-02,,,633176,610.12,595.6,0.105150716
, 2021-05-03,,,1101016,594.18,560.5,2.024638998
, 2021-05-04,,,608992,587.24,568.26,3.023850085
, 2021-05-05,,,705852,584.95,560.58,2.818758902
, 2021-05-06,,,694786,604,586.08,2.091864592
, 2021-05-09,,,866669,596.16,551.28,6.988056897
, 2021-05-10,,,823989,570.12,536.23,4.880443037
, 2021-05-11,,,651060,557.575,547.51,0.86372014
, 2021-05-12,,,421094,559.95,546.02,0.710211988
, 2021-05-13,,,366967,572.5,555.975,1.153675229
, 2021-05-16,,,368538,567.53,554.97,0.458993062
, 2021-05-17,,,653356,582.71,565.51,0.423205784
, 2021-05-18,,,502446,572.31,551.01,2.524129023
, 2021-05-19,,,444525,590.53,574.19,2.243478261
, 2021-05-20,,,543990,601.385,587.81,0.395556304
, 2021-05-23,,,514540,611,594.1,1.264868487
, 2021-05-24,,,449063,610.49,592.95,1.685532513
, 2021-05-25,,,455778,599.49,591.26,0.622259696
, 2021-05-26,,,878168,603.1659,586.51,0.801680672
, 2021-05-27,,,358446,609.14,589.73,2.454545455
, 2021-05-31,,,611880,596.7594,585.11,0.175545203
, 2021-06-01,,,463044,592.82,573.8513,2.923315678
, 2021-06-02,,,517767,576.56,563.87,0.056409533
, 2021-06-03,,,511273,586,572.53,1.375228479
, 2021-06-06,,,438616,585.95,575.29,0.143241751
, 2021-06-07,,,337094,591.94,579.1469,1.319406267
, 2021-06-08,,,326375,595.65,583.67,1.264755481
, 2021-06-09,,,585567,612.56,582.55,4.496338403
, 2021-06-10,,,345095,615.8,605.6413,0.073530613
, 2021-06-13,,,381737,614.945,601.2,1.274466663
, 2021-06-14,,,398517,613.15,596.115,1.53106436
, 2021-06-15,,,414389,601.88,587.5922,0.066755674
, 2021-06-16,,,600083,616.66,595.82,2.769772118
, 2021-06-17,,,993977,617.1132,599.34,1.334907672
, 2021-06-20,,,549414,615.1778,597.835,1.091017291
, 2021-06-21,,,618242,611.81,598.11,1.112001439
, 2021-06-22,,,574899,608.61,596,0.569398562
, 2021-06-23,,,837701,627.44,608,1.271242044
, 2021-06-24,,,2123187,625.65,607.32,1.287319422
, 2021-06-27,,,574917,629.3499,614.43,0.496402296
, 2021-06-28,,,427485,624.55,611.565,1.637239165
, 2021-06-29,,,508803,616.08,603.54,0.372907529
, 2021-06-30,,,658900,619.04,607.59,1.583758678
, 2021-07-01,,,372769,625.36,615.36,0.102431139
, 2021-07-05,,,846776,626.96,592.13,3.103967694
, 2021-07-06,,,370799,617.27,604.01,0.527084941
, 2021-07-07,,,410765,620.525,598.02,1.96055742
, 2021-07-08,,,610105,638.48,613.71,0.847375868
, 2021-07-11,,,573888,644.89,623.75,1.76666139
, 2021-07-12,,,400474,647.825,636.45,0.071555238
, 2021-07-13,,,488179,653.86,631.73,1.916602317
, 2021-07-14,,,701056,638.27,609.36,1.923046585
, 2021-07-15,,,472711,628.35,613.52,1.166204142
, 2021-07-18,,,679788,609.37,591.56,2.266275005
, 2021-07-19,,,663936,620.37,589.24,3.300114086
, 2021-07-20,,,627270,621.47,603.5,0.669341868
, 2021-07-21,,,358829,628.99,615.92,0.726671907
, 2021-07-22,,,412239,640.41,624.9,2.141142583
, 2021-07-25,,,577957,636.62,623.56,0.067609
, 2021-07-26,,,489804,638.2,617.67,1.142649429
, 2021-07-27,,,548226,630,616.5801,0.363700452
, 2021-07-28,,,1576470,682.59,634,6.718582508
, 2021-07-29,,,967562,697.8673,673,2.989934873
, 2021-08-01,,,871753,713.7,695.6,0
, 2021-08-02,,,706981,706.0724,687.555,0.131349762
, 2021-08-03,,,520653,712.98,698.58,1.303476892
, 2021-08-04,,,553260,714.15,694.12,1.656821378
, 2021-08-05,,,656811,700.79,684,0.440623475
, 2021-08-08,,,331029,695,684.9,1.000720981
, 2021-08-09,,,513651,691.81,674.19,0.317589222
, 2021-08-10,,,416798,692.1209,676.24,0.354954146
, 2021-08-11,,,480269,705.84,683.59,2.406502646
, 2021-08-12,,,398024,704.85,685.69,1.37973347
, 2021-08-15,,,310602,690.84,681.19,0.95732242
, 2021-08-16,,,610339,690.78,669.31,1.431714873
, 2021-08-17,,,475031,690.96,672.73,0.81666226
, 2021-08-18,,,359120,685.525,669.635,1.315887516
, 2021-08-19,,,292939,684.26,672.8067,0.024948635
, 2021-08-22,,,417804,699.53,686.86,1.472256976
, 2021-08-23,,,602504,715.7421,696.34,2.369532125
, 2021-08-24,,,526472,721.45,711.715,0.511742026
, 2021-08-25,,,540594,717.75,692.9,2.531309032
, 2021-08-26,,,384482,709.15,696,0.361780015
, 2021-08-29,,,351104,712.8,698.68,0.610118626
, 2021-08-30,,,497716,710.675,700.28,0.995712312
, 2021-08-31,,,431070,719.83,708.79,0.782455058
, 2021-09-01,,,384331,731.725,719,1.031056417
, 2021-09-02,,,356643,729.87,711.98,1.146779563
, 2021-09-06,,,443396,720.505,706,0.498749653
, 2021-09-07,,,503911,733.33,715.12,1.804792323
, 2021-09-08,,,422766,735.1699,723.78,1.096043352
, 2021-09-09,,,344375,731.24,718.75,1.307825039
, 2021-09-12,,,508569,726.54,695.63,2.182949321
, 2021-09-13,,,446488,724.64,703.6,1.657943093
, 2021-09-14,,,853310,713.85,692.23,0.601931847
, 2021-09-15,,,656929,731.2,710.35,2.147325311
, 2021-09-16,,,834244,730.61,715,1.306077651
, 2021-09-19,,,684125,713.685,698.03,0.228807096
, 2021-09-20,,,646874,721,704.61,1.114147865
, 2021-09-21,,,447940,725.27,701.21,0.462631955
, 2021-09-22,,,349714,737.452,720.18,0.56846473
, 2021-09-23,,,272053,726.295,715.2898,0.942280123
, 2021-09-26,,,473429,720.065,693.39,2.169999581
, 2021-09-27,,,496102,692.735,672.65,2.131287298
, 2021-09-28,,,356682,683.12,671.44,0.933176332
, 2021-09-29,,,440700,684.6206,665.41,2.803099994
, 2021-09-30,,,566577,674.945,648.2,1.479166667
, 2021-10-03,,,520795,659.38,637.56,2.763437595
, 2021-10-04,,,496506,657.16,642.19,0.740901819
, 2021-10-05,,,369853,651.35,638.59,1.568841711
, 2021-10-06,,,488397,671.9,653.62,1.191823996
, 2021-10-07,,,260997,664.45,641.82,3.073934063
, 2021-10-10,,,252317,644.28,631.14,0.963949843
, 2021-10-11,,,505696,632.38,621.87,0.723101266
, 2021-10-12,,,2044316,608.61,572.51,2.035786464
, 2021-10-13,,,904179,604,586.19,0.544102231
, 2021-10-14,,,742501,606.95,587.06,2.584056175
, 2021-10-17,,,560660,596.99,580.11,1.480092079
, 2021-10-18,,,393018,603.68,592.66,1.18392391
, 2021-10-19,,,532772,608.73,592.52,1.865809131
, 2021-10-20,,,781001,618.01,597.6,1.914298336
, 2021-10-21,,,877416,600.15,586.9,1.409015025
, 2021-10-24,,,1110187,597,583.65,0.03220339
, 2021-10-25,,,793929,603.34,586.8,0.228702115
, 2021-10-26,,,1577934,615.25,583.38,2.21722365
, 2021-10-27,,,1926993,662,607.28,4.038639712
, 2021-10-28,,,987169,629.18,619.7,0.76448711
, 2021-10-31,,,1246298,667.1,631.5,4.744259699
, 2021-11-01,,,606907,678.72,649.1918,0.612368024
, 2021-11-02,,,425960,675.75,657.87,0.981920667
, 2021-11-03,,,355346,680.79,670.87,0.861224126
, 2021-11-04,,,383168,687.27,675.43,0.997942387
, 2021-11-07,,,876935,711.6094,682.875,2.954509247
, 2021-11-08,,,779496,713.33,699.4765,0.022497821
, 2021-11-09,,,645353,709.98,687.1,1.788740618
, 2021-11-10,,,340028,697.89,681.66,1.589692822
, 2021-11-11,,,250206,693.34,686.31,0.172716585
, 2021-11-14,,,325181,692.06,674.51,1.715169205
, 2021-11-15,,,329532,691.95,679,0.973007825
, 2021-11-16,,,348894,698.81,680.34,0.473108292
, 2021-11-17,,,322218,695.94,677.96,1.257689087
, 2021-11-18,,,433578,691.96,679.18,0.329662315
, 2021-11-21,,,463301,682.98,665.3612,1.27664593
, 2021-11-22,,,419779,666.4665,650.4,1.307866721
, 2021-11-23,,,528005,657.74,642.55,0.006124074
, 2021-11-25,,,444531,654.15,627,2.90569504
, 2021-11-28,,,537253,642.14,629.54,0.375278711
, 2021-11-29,,,972835,638.94,607.47,3.332226806
, 2021-11-30,,,486031,624,601.73,3.311821743
, 2021-12-01,,,732933,628.73,595.07,3.671201062
, 2021-12-02,,,536132,632.57,605.49,1.526948011
, 2021-12-05,,,470797,641.28,615,2.720257235
, 2021-12-06,,,581506,675.21,648.66,2.705034198
, 2021-12-07,,,303747,676.94,663.67,0.738508362
, 2021-12-08,,,355078,688.6,670,0.535820896
, 2021-12-09,,,394373,683.83,660.585,0.660164149
, 2021-12-12,,,527778,666.495,628.77,5.379138376
, 2021-12-13,,,668832,631.82,598.925,2.333118349
, 2021-12-14,,,1132299,610.2,591.06,0.614135011
, 2021-12-15,,,830164,611.32,592.41,2.450779495
, 2021-12-16,,,1008650,619,586.905,2.800141779
, 2021-12-19,,,544027,599.95,581.295,0.65068665
, 2021-12-20,,,550790,630.84,599.87,4.528828889
, 2021-12-21,,,377799,646.595,616.87,3.640885751
, 2021-12-22,,,387389,663.61,647.21,0.879249707
, 2021-12-26,,,257345,663.62,651.79,0.662382751
, 2021-12-27,,,269075,668.82,652.33,1.66299609
, 2021-12-28,,,231792,660,649.9203,0.526172209
, 2021-12-29,,,261220,671.005,656.44,0.554231137
, 2021-12-30,,,464251,674.89,655.62,0.347248548
, 2022-01-02,,,428189,658.5,641.119,1.257047082
, 2022-01-03,,,552090,652.1887,617.37,3.462050599
, 2022-01-04,,,980141,621.04,578.25,6.177161845
, 2022-01-05,,,1149440,587.49,563.595,1.36641624
, 2022-01-06,,,1190569,567.13,545.86,3.551214007
, 2022-01-09,,,1388495,549.56,524.341,2.981126412
, 2022-01-10,,,1048046,561.56,535.32,2.226687369
, 2022-01-11,,,841161,562.26,534.515,4.049871941
, 2022-01-12,,,913981,547.97,523.01,3.296662797
, 2022-01-13,,,809485,529.41,510.83,0.903967842
, 2022-01-17,,,1391473,511.99,487.495,3.866470299
, 2022-01-18,,,1352772,506.99,486.11,1.179365176
, 2022-01-19,,,710516,518.41,489.8,2.301550959
, 2022-01-20,,,1064171,488.6681,462.32,4.873687023
, 2022-01-23,,,1093354,475.32,432.09,4.559880108
, 2022-01-24,,,1083142,477.79,458.07,0.849046439
, 2022-01-25,,,876863,491.48,451.62,3.713684211
, 2022-01-26,,,848645,476.76,451.623,2.582852256
, 2022-01-27,,,1038888,467.495,442.37,2.032019704
, 2022-01-30,,,1353426,498.685,478,3.284503986
, 2022-01-31,,,898543,510.45,494.18,2.909870897
, 2022-02-01,,,1593915,521.84,498,1.099578184
, 2022-02-02,,,1890676,518,479.47,4.77766675
, 2022-02-03,,,1471445,497.36,474.27,1.414800056
, 2022-02-06,,,864462,509.405,489.08,2.085714286
, 2022-02-07,,,913702,516.72,491,3.898014713
, 2022-02-08,,,1246537,548.99,522.31,4.524133178
, 2022-02-09,,,1062916,551.9999,524.19,1.210356932
, 2022-02-10,,,1162707,534.47,505.5,3.648889057
, 2022-02-13,,,550909,514.55,500.18,0.951951893
, 2022-02-14,,,674969,528.95,513.38,2.570873786
, 2022-02-15,,,534933,529.49,514.23,0.039911055
, 2022-02-16,,,619346,523.71,501.06,3.694746742
, 2022-02-17,,,645813,510.64,494.74,1.067396782
, 2022-02-21,,,698384,510.8597,490.01,0.314682475
, 2022-02-22,,,631782,501.51,481.25,2.754215945
, 2022-02-23,,,986314,511.497,464.01,8.658073328
, 2022-02-24,,,460431,512.8769,497.22,1.254420102
, 2022-02-27,,,592643,513.12,499.31,1.49224114
, 2022-02-28,,,614877,509.83,490.93,1.525367091
, 2022-03-01,,,581358,505.2,481.82,1.787517073
, 2022-03-02,,,655912,502.24,475.37,4.742428475
, 2022-03-03,,,755752,475.155,452.98,2.169425839
, 2022-03-06,,,1075983,468.8,434.64,6.127155172
, 2020-03-08,,,7813232,1862.77,1761.2901,1.508010779
, 2020-03-09,,,7133310,1894.27,1818.17,1.119259386
, 2020-03-10,,,5644331,1871.3194,1801.5,1.991011115
, 2020-03-11,,,11346214,1765,1675,2.634757663
, 2020-03-12,,,8809725,1786.31,1680.62,1.709401709
, 2020-03-15,,,8917265,1759.4519,1626.0318,2.902205896
, 2020-03-16,,,10757129,1857.775,1689.2402,1.823179215
, 2020-03-17,,,9645218,1841.66,1745,4.571428571
, 2020-03-18,,,10392943,1945,1832.65,1.125268817
, 2020-03-19,,,9817850,1957,1820.73,4.164438746
, 2020-03-22,,,7808489,1919.4,1812,4.107782793
, 2020-03-23,,,7147080,1955,1900.3403,0.583911309
, 2020-03-24,,,6479073,1950.26,1885.78,1.814452098
, 2020-03-25,,,6235118,1956.49,1889.29,2.812302839
, 2020-03-26,,,5387897,1939.79,1899.92,1.593072517
, 2020-03-29,,,6126087,1973.63,1912.34,2.138514585
, 2020-03-30,,,5123626,1993.02,1944.01,0.744775626
, 2020-03-31,,,4121875,1944.96,1893,1.307314651
, 2020-04-01,,,4335985,1927.5258,1890,0.903956585
, 2020-04-02,,,3609870,1926.33,1889.15,0.238599796
, 2020-04-05,,,5773181,1998.52,1930.02,3.181301653
, 2020-04-06,,,5113983,2035.72,1997.62,0.27316309
, 2020-04-07,,,3977313,2044,2011.15,1.088570015
, 2020-04-08,,,4655617,2053,2017.66,0.075331409
, 2020-04-12,,,6716709,2180,2038,6.317156863
, 2020-04-13,,,8086753,2292,2186.21,3.765104728
, 2020-04-14,,,6866567,2333.369,2245,2.21466284
, 2020-04-15,,,12038201,2460.9981,2335,2.650895141
, 2020-04-16,,,7930010,2400,2316.02,0.11254758
, 2020-04-19,,,5770694,2444.98,2386.05,0.153141279
, 2020-04-20,,,7476679,2428.3099,2279.66,3.661741034
, 2020-04-21,,,4218097,2394,2351,0.23258759
, 2020-04-22,,,5066552,2424.22,2382.08,0.022083517
, 2020-04-23,,,3831797,2420.4332,2382,0.280513033
, 2020-04-26,,,5645645,2444.88,2363,2.750491159
, 2020-04-27,,,5269446,2373.5,2306,2.445933983
, 2020-04-28,,,4591593,2391.89,2310,1.83261016
, 2020-04-29,,,9534611,2475,2396.01,2.238164507
, 2020-04-30,,,9772526,2362.44,2258.1901,2.172201301
, 2020-05-03,,,4863926,2326.98,2256.38,2.641842243
, 2020-05-04,,,3242496,2351,2307.1251,0.948717949
, 2020-05-05,,,3117814,2357.45,2320,0.936705818
, 2020-05-06,,,3396411,2376,2343.11,0.301922704
, 2020-05-07,,,3211228,2387.2449,2357,0.314905528
, 2020-05-10,,,3259231,2419.665,2372.11,1.444392976
, 2020-05-11,,,3074916,2418.9999,2355,2.276260962
, 2020-05-12,,,4782919,2407.7,2337.805,0.047321278
, 2020-05-13,,,3648128,2391.37,2353.21,1.179156378
, 2020-05-14,,,4234951,2411,2356.37,1.742016111
, 2020-05-17,,,4366572,2433,2384.01,0.911449668
, 2020-05-18,,,4320494,2484.995,2428.97,0.80252528
, 2020-05-19,,,3998143,2500.01,2467.27,0.809969853
, 2020-05-20,,,5111673,2525.45,2442.54,2.1304
, 2020-05-21,,,2867075,2469.85,2430.13,0.738489864
, 2020-05-25,,,3568152,2462,2414.06,1.470301058
, 2020-05-26,,,5056876,2413.58,2330,0.224533158
, 2020-05-27,,,3193131,2436.9699,2378.23,0.703342239
, 2020-05-28,,,3529328,2442.37,2398.1973,1.093984122
, 2020-05-31,,,2938032,2476.93,2444.17,0.941176471
, 2020-06-01,,,2529900,2473.53,2445.31,0.21929469
, 2020-06-02,,,2670947,2488,2461.17,0.420986949
, 2020-06-03,,,2946403,2507.54,2450.01,0.679333018
, 2020-06-04,,,3306233,2488.645,2437.13,1.574548683
, 2020-06-07,,,3970652,2530,2487.335,0.954323654
, 2020-06-08,,,5175944,2626.43,2525,2.823549877
, 2020-06-09,,,4946029,2722.35,2626.26,0.092627599
, 2020-06-10,,,5798444,2671.38,2536.23,1.749183791
, 2020-06-11,,,5436127,2621.4766,2503.35,2.160148546
, 2020-06-14,,,3873335,2584,2508.0001,1.823794823
, 2020-06-15,,,3595649,2620,2576,0.180534351
, 2020-06-16,,,2959316,2655,2631.82,0.246270066
, 2020-06-17,,,2487774,2659.64,2636.11,0.263315968
, 2020-06-18,,,5776963,2697.43,2659,0.114634365
, 2020-06-21,,,3208780,2715,2669,1.09219594
, 2020-06-22,,,4231707,2783.11,2718.04,1.408280203
, 2020-06-23,,,4526605,2796,2721,1.64028777
, 2020-06-24,,,2968602,2756.23,2712.14,0.548630249
, 2020-06-25,,,6450784,2782.5688,2688,2.961597892
, 2020-06-28,,,4223422,2696.8,2630.08,0.357991234
, 2020-06-29,,,3769686,2769.63,2675.03,2.746860877
